0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"=",210
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"=",209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"=",112
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"=",135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"=",171
0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,"<=",0
0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,">=",0
0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,"<=",0
0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,">=",0
0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,"<=",0
0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,">=",0
-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,"<=",0
-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,">=",0
0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,"<=",0
0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,">=",0
0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,"<=",0
0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,">=",0
-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,"<=",0
-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0.7,0,0,0,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,">=",0
0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,"<=",0
0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,">=",0
0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,-0.36,0,0,0,0,0,-0.36,0,0,-0.36,0,0,0.64,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0,0,0.64,"<=",0
0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,-0.3,0,0,0,0,0,-0.3,0,0,-0.3,0,0,0.7,0,0,0.7,0,0,0.7,0,0,0,0,0,0.7,0,0,0.7,">=",0
300,0,700,0,400,500,600,300,200,200,500,0,0,0,400,500,300,0,300,0,700,0,400,500,600,300,200,200,500,0,0,0,400,500,300,0,300,0,700,0,400,500,600,300,200,200,500,0,0,0,400,500,300,0,,0
